,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments
448,70,73,1,0,1,1,7,0,9,4,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work. A missing project- El folleto turístico.','Conscientious about classroom responsibilities--', No Comment ,0,16,4,71.5,1.0,0.5,0,4,1,0,0,0,0,1,0,0,0,0,0
449,74,81,2,3,3,4,3,1,2,2,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,5,3,77.5,2.5,3.5,0,4,0,1,0,0,0,1,0,0,0,0,0
450,0,79,0,0,2,4,0,0,2,4,'F', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Can do better',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Incomplete work,homework, projects--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,2,4,39.5,1.0,2.0,0,3,1,0,0,0,0,0,0,0,0,0,0
451,89,89,3,4,4,4,6,1,7,0,'F','Conscientious about classroom responsibilities--','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",0,13,1,89.0,3.5,4.0,3,2,0,1,0,0,0,1,0,0,0,0,0
452,78,79,2,1,1,1,5,18,31,26,'M','HI', No Comment , No Comment , No Comment ,'Poor class attendance--', No Comment ,'HI', No Comment ,0,36,44,78.5,1.5,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,67,70,2,2,3,2,6,0,37,4,'F','Student has missed most of the second marking period.', No Comment ,'Poor class attendance--','Inattentiveness in class--', No Comment ,'Poor class attendance--','Poor class attendance--','Unprepared for class--',0,43,4,68.5,2.5,2.0,0,0,0,0,1,1,0,0,0,0,0,3,0
454,72,77,1,2,1,2,1,1,0,10,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Poor test scores--','Demonstrates outstanding effort--','Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,1,11,74.5,1.0,2.0,0,2,0,2,0,0,2,0,0,0,0,0,0
455,0,77,0,0,0,0,0,1,8,6,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,8,7,38.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,80,80,2,4,2,3,2,14,10,19,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,12,33,80.0,2.0,3.5,1,4,0,0,1,0,0,0,0,0,0,0,0
457,0,80,0,0,2,3,0,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Can do better', No Comment ,0,1,0,40.0,1.0,1.5,0,4,0,0,1,0,0,0,0,0,0,0,0
458,0,61,0,0,0,0,0,0,0,0,'M', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'",'Parent conference requested--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Improvement noted--', No Comment ,0,0,0,30.5,0.0,0.0,1,1,0,0,0,0,0,1,1,0,1,0,0
459,75,82,3,2,2,4,3,3,12,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',0,15,21,78.5,2.5,3.0,0,3,1,0,1,0,0,0,0,0,1,0,0
460,76,81,1,0,1,1,0,0,2,0,'M','Conscientious about classroom responsibilities--','Incomplete work. A missing project- El folleto turístico.',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--', No Comment ,'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,2,0,78.5,1.0,0.5,0,2,1,0,0,0,1,1,1,0,0,0,0
461,83,84,3,1,4,3,13,0,14,3,'M', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Conscientious about classroom responsibilities--','Incomplete work--IXL',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,27,3,83.5,3.5,2.0,0,3,1,0,0,0,0,1,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,0,0,0.0,0.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,0
463,81,85,4,4,4,3,1,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,2,0,83.0,4.0,3.5,1,4,0,0,0,0,0,1,0,0,0,0,0
464,79,81,3,4,2,3,13,7,8,12,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,21,19,80.0,2.5,3.5,0,5,0,1,0,1,0,0,0,0,0,0,0
465,74,80,3,4,4,4,3,3,2,3,'M',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment , No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,5,6,77.0,3.5,4.0,2,3,0,0,0,0,0,0,0,0,0,0,0
466,84,84,2,4,2,4,4,1,2,3,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,6,4,84.0,2.0,4.0,0,4,0,1,0,0,0,1,0,0,0,0,0
467,63,76,2,4,2,4,5,3,8,8,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,13,11,69.5,2.0,4.0,2,4,0,0,0,0,0,0,0,0,0,0,0
468,0,78,0,0,1,1,5,1,10,1,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,15,2,39.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
469,75,74,4,4,5,4,5,9,7,32,'M','Inattentiveness in class--','Incomplete work--','Incomplete homework--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--', No Comment ,0,12,41,74.5,4.5,4.0,0,2,1,0,0,1,0,0,0,1,1,0,0
470,0,80,0,0,1,3,0,0,2,9,'M','Poor class attendance--','Poor test scores--','Unprepared for class--', No Comment ,'Conscientious about classroom responsibilities--','Unprepared for class--', No Comment , No Comment ,0,2,9,40.0,0.5,1.5,0,0,0,0,2,0,1,1,0,0,0,1,0
471,71,77,2,3,2,2,6,8,11,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,'Poor test scores--', No Comment , No Comment ,0,17,10,74.0,2.0,2.5,1,2,0,0,0,0,1,0,0,1,0,0,0
472,79,80,3,3,4,4,8,4,10,12,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'Poor test scores--', No Comment ,'Unprepared for class--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,18,16,79.5,3.5,3.5,1,1,0,0,1,0,1,1,0,0,0,0,0
473,0,83,0,0,2,2,0,0,3,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Inattentiveness in class--','Poor test scores--',0,3,0,41.5,1.0,1.0,1,2,0,0,0,1,2,0,0,0,0,0,0
474,76,82,4,4,4,4,9,10,2,19,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment , No Comment ,0,11,29,79.0,4.0,4.0,2,3,0,1,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Incomplete work,homework, projects--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,0,0,0.0,0.0,0.0,0,5,1,0,0,0,0,1,0,0,0,0,0
476,78,81,3,4,2,4,2,2,6,4,'M','Improvement noted--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Unprepared for class--',0,8,6,79.5,2.5,4.0,0,2,1,0,1,0,0,0,1,0,1,0,0
477,78,81,4,4,4,4,2,2,2,6,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--',0,4,8,79.5,4.0,4.0,1,2,1,1,0,0,0,0,0,1,0,0,0
478,0,0,0,0,0,0,0,0,0,0,'F', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
479,0,77,0,0,3,4,2,1,4,5,'M','Could do the work easily if he tried a bit harder.', No Comment ,'Poor test scores--','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,6,6,38.5,1.5,2.0,0,2,0,0,0,0,1,0,1,0,0,1,0
480,77,80,3,3,2,4,12,3,6,5,'F','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Incomplete homework--', No Comment ,'Conscientious about classroom responsibilities--', No Comment ,0,18,8,78.5,2.5,3.5,0,2,0,0,1,0,1,1,0,1,0,0,0
481,80,83,3,4,3,2,0,1,0,3,'F','Inattentiveness in class--','Unprepared for class--','Poor test scores--','Inattentiveness in class--', No Comment , No Comment ,'Inattentiveness in class--','Incomplete work--',0,0,4,81.5,3.0,3.0,0,0,1,0,1,3,1,0,0,0,0,0,0
482,0,74,0,0,1,1,0,0,10,9,'F','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Incomplete work--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,0,10,9,37.0,0.5,0.5,0,2,1,0,0,0,1,1,0,1,0,0,0
483,75,70,0,0,0,0,28,3,27,12,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,55,15,72.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,79,79,1,3,0,0,5,0,4,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','Conscientious about classroom responsibilities--', No Comment ,'Incomplete homework--','Inattentiveness in class--',0,9,1,79.0,0.5,1.5,0,2,0,0,0,1,0,1,0,2,1,0,0
485,82,89,2,0,3,3,0,0,0,0,'F', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,0,0,85.5,2.5,1.5,2,2,0,0,0,0,0,1,0,0,0,0,0
486,76,82,3,4,3,4,3,3,1,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Can do better',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0,4,5,79.0,3.0,4.0,1,3,0,0,0,0,1,0,0,0,0,0,0
