,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments,Comments
551,86,87,3,4,4,4,3,0,3,5,'F',0,6,5,86.5,3.5,4.0,0,6,1,0,0,0,0,0,0,0,0,0,0,"'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work."
552,83,82,4,2,4,4,9,1,3,8,'F',0,12,9,82.5,4.0,3.0,0,7,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
553,77,71,3,2,2,2,1,1,3,2,'M',0,4,3,74.0,2.5,2.0,0,2,1,0,0,0,1,0,0,1,0,0,0,"'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment .'Poor test scores. No Comment .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.."
554,79,79,2,3,3,3,18,24,19,21,'F',0,37,45,79.0,2.5,3.0,0,0,1,0,1,1,1,0,0,0,0,0,1,'Excessive lateness.'Poor test scores.'Incomplete work.'Unprepared for class. No Comment . No Comment .'Inattentiveness in class.'Excessive lateness.
555,0,71,0,0,3,0,0,0,6,1,'M',0,6,1,35.5,1.5,0.0,0,1,0,0,0,1,2,0,1,0,0,0,0, No Comment . No Comment .'Poor test scores.'Poor test scores.'Improvement noted. No Comment .'Inattentiveness in class. No Comment .
556,79,81,2,4,2,3,5,0,3,7,'M',0,8,7,80.0,2.0,3.5,1,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
557,83,81,2,4,3,4,13,1,9,4,'F',0,22,5,82.0,2.5,4.0,0,4,0,0,0,1,0,0,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort ."
558,75,75,2,4,2,3,15,7,1,3,'M',0,16,10,75.0,2.0,3.5,0,2,0,0,1,1,0,1,0,1,0,0,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Conscientious about classroom responsibilities. No Comment .'Inattentiveness in class.'Incomplete homework."
559,78,84,3,4,4,4,6,0,7,0,'F',0,13,0,81.0,3.5,4.0,0,4,0,1,0,0,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Needs to participate more in class'. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
560,80,84,3,4,3,4,5,0,5,7,'F',0,10,7,82.0,3.0,4.0,1,4,0,1,0,0,0,0,0,0,0,0,0,"'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort."
561,0,88,0,0,4,4,0,0,1,3,'F',0,1,3,44.0,2.0,2.0,0,6,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
562,75,76,2,3,1,3,3,2,6,6,'F',0,9,8,75.5,1.5,3.0,0,1,1,0,0,0,1,0,1,0,0,1,0,"'Improvement noted.'Poor class attendance.'Incomplete work. No Comment . No Comment .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted."
563,73,75,3,4,0,0,20,24,1,18,'M',0,21,42,74.0,1.5,2.0,1,1,0,0,0,1,1,1,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class.'Conscientious about classroom responsibilities. No Comment .'Demonstrates above average ability, motivation and attitude in this class."
564,81,87,4,4,4,3,4,0,4,1,'F',0,8,1,84.0,4.0,3.5,0,4,0,1,0,1,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment .'Inattentiveness in class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
565,81,83,2,5,2,5,4,1,5,15,'F',0,9,16,82.0,2.0,5.0,1,3,0,1,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
566,71,75,3,3,3,1,4,5,3,9,'M',0,7,14,73.0,3.0,2.0,0,3,0,0,2,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Unprepared for class.'Unprepared for class.'Meets acceptable standards of cooperation, work, attitude and effort ."
567,80,80,3,5,3,5,4,0,4,2,'F',0,8,2,80.0,3.0,5.0,2,2,0,0,0,0,0,0,0,0,2,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort ."
568,80,80,2,4,3,4,6,1,5,0,'M',0,11,1,80.0,2.5,4.0,0,2,0,0,0,0,0,0,0,0,2,1,0,"'Parent conference requested.'Poor class attendance.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Needs to stop playing video games in class and also make up tests'.'Parent conference requested. No Comment .'Parent conference requested."
569,73,74,2,3,1,4,6,1,12,19,'F',0,18,20,73.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
570,81,79,3,4,3,3,34,14,5,37,'F',0,39,51,80.0,3.0,3.5,0,2,0,0,1,0,0,0,0,1,1,0,0,"'Parent conference requested.'Incomplete homework. No Comment .'Unprepared for class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested."
571,78,79,2,0,4,2,3,0,5,0,'F',0,8,0,78.5,3.0,1.0,0,3,0,0,1,0,1,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Conscientious about classroom responsibilities."
572,74,80,3,3,3,3,5,1,18,7,'M',0,23,8,77.0,3.0,3.0,0,1,1,0,0,0,1,2,0,0,0,1,0,"'Poor class attendance.'Conscientious about classroom responsibilities.'Incomplete work.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Poor class attendance."
573,71,73,2,3,3,4,5,3,4,10,'M',0,9,13,72.0,2.5,3.5,0,3,1,0,0,0,0,1,1,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted.'Incomplete work.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
574,80,82,4,5,4,5,1,0,4,20,'F',0,5,20,81.0,4.0,5.0,3,2,0,0,0,0,0,0,0,1,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
575,78,82,3,3,3,3,0,0,0,9,'M',0,0,9,80.0,3.0,3.0,0,4,0,0,0,0,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
576,81,80,1,0,2,1,9,2,6,2,'M',0,15,4,80.5,1.5,0.5,1,3,0,0,0,0,0,1,0,0,0,0,0," No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment ."
577,76,87,4,3,4,4,2,0,2,0,'F',0,4,0,81.5,4.0,3.5,0,4,0,0,0,0,0,0,0,0,1,0,0,"'Needs to participate more in class'.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Needs to participate more in class'."
578,75,80,2,1,1,2,5,0,2,1,'M',0,7,1,77.5,1.5,1.5,0,1,2,0,0,0,0,3,0,0,0,0,0," No Comment .'Incomplete work. A missing project. No Comment .'Conscientious about classroom responsibilities.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment ."
579,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,0,1,2,1,0,1,0,0,1,0,0,0,'Demonstrates outstanding effort.'Demonstrates outstanding effort.'Incomplete homework. No Comment .'Incomplete work.'Unprepared for class.'Poor test scores.'Demonstrates outstanding effort.
580,83,84,2,5,2,5,5,0,7,1,'F',0,12,1,83.5,2.0,5.0,1,3,0,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Can do better'. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
581,66,84,1,1,1,2,0,0,4,0,'M',0,4,0,75.0,1.0,1.5,1,4,1,0,0,0,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
582,79,82,3,4,3,3,5,1,5,0,'M',0,10,1,80.5,3.0,3.5,0,3,1,0,0,1,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
583,0,85,0,0,4,4,0,0,1,2,'F',0,1,2,42.5,2.0,2.0,2,2,0,1,0,0,0,2,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment .'Conscientious about classroom responsibilities.'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities.'Demonstrates above average ability, motivation and attitude in this class."
584,0,79,0,0,2,2,0,0,4,1,'M',0,4,1,39.5,1.0,1.0,0,4,0,0,0,0,0,0,0,0,0,1,1,"'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us..'Poor class attendance. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Excessive lateness.'Meets acceptable standards of cooperation, work, attitude and effort .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.."
585,84,81,4,4,4,4,2,2,1,8,'F',0,3,10,82.5,4.0,4.0,0,3,0,0,0,0,1,0,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Needs to come for tutoring.'.'Meets acceptable standards of cooperation, work, attitude and effort ."
