,student_ids,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target
541,118135,77,81,4,4,4,4,4,0,4,10,'F',"'Demonstrates above average ability, motivation and attitude in this class--'",'Demonstrates outstanding effort--','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
542,117989,0,0,0,0,0,0,0,0,0,0,'M','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Incomplete work--','Poor class attendance--','Goofing off too much in class.',"'Demonstrates above average ability, motivation and attitude in this class--'",0
543,118343,77,80,2,3,3,4,10,0,12,0,'M','Poor test scores--','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--','Unprepared for class--','','Incomplete work--',0
544,158056,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',0
545,159278,0,0,0,0,0,0,0,0,0,0,'F',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",0
546,118331,84,86,3,5,4,4,2,0,0,1,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
547,149707,81,83,3,2,3,1,15,5,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',,0
548,117825,80,88,4,5,4,4,2,0,0,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Needs to participate more in class',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",0
549,130915,73,77,3,3,3,3,15,5,16,11,'M','Improvement noted--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Incomplete work--',"'1/30/20 Laz was missing many assignments this marking period. He never completed one project (Timeline), and the other one was so late it received only 30 points. He also never handed in a writing piece that was worth a test grade.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
550,148283,85,88,4,4,4,5,5,0,2,4,'F',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Needs to participate more in class',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
551,139912,86,87,3,4,4,4,3,0,3,5,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
552,153227,83,82,4,2,4,4,9,1,3,8,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
553,117528,77,71,3,2,2,2,1,1,3,2,'M','Samuel needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Samuel to jmoreno@ucboe.us.-- Samuel necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Samuel a jmoreno@ucboe.us.','','Poor test scores--','','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',0
554,117019,79,79,2,3,3,3,18,24,19,21,'F','Excessive lateness--','Poor test scores--','Incomplete work--','Unprepared for class--','','','Inattentiveness in class--','',0
555,155705,0,71,0,0,3,0,0,0,6,1,'M','','','Poor test scores--','Poor test scores--','Improvement noted--','','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
556,118476,79,81,2,4,2,3,5,0,3,7,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",0
557,117911,83,81,2,4,3,4,13,1,9,4,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Inattentiveness in class--','Poor class attendance--',0
558,145094,75,75,2,4,2,3,15,7,1,3,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Conscientious about classroom responsibilities--','','Inattentiveness in class--','',0
559,132193,78,84,3,4,4,4,6,0,7,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--','Needs to participate more in class','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
560,122966,80,84,3,4,3,4,5,0,5,7,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
561,117790,0,88,0,0,4,4,0,0,1,3,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
562,115950,75,76,2,3,1,3,3,2,6,6,'F','Improvement noted--','Poor class attendance--','Incomplete work--','','','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
563,123329,73,75,3,4,0,0,20,24,1,18,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--','Conscientious about classroom responsibilities--','','',0
564,118793,81,87,4,4,4,3,4,0,4,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','','Inattentiveness in class--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
565,116418,81,83,2,5,2,5,4,1,5,15,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--','',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0
566,117795,71,75,3,3,3,1,4,5,3,9,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Unprepared for class--','Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
567,122908,80,80,3,5,3,5,4,0,4,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'','Parent conference requested--',"'Demonstrates above average ability, motivation and attitude in this class--'",0
